location,total_sqft,bhk,bath,balcony,age_years,furnishing,parking,price_lakhs
Sarjapur Road,1258,3,3,2,3.4,Semi-Furnished,1,75.59
Whitefield,2856,5,5,2,24.3,Furnished,1,181.67
Sarjapur Road,1075,2,2,1,11.4,Furnished,1,62.27
Yelahanka,1731,3,3,1,8.0,Furnished,1,92.31
BTM Layout,1537,3,4,1,13.2,Unfurnished,1,88.89
HSR Layout,1439,3,2,2,8.0,Unfurnished,0,116.91
Jayanagar,600,1,1,3,14.0,Unfurnished,0,44.94
Jayanagar,1518,3,4,0,0.3,Furnished,0,144.4
Yelahanka,349,1,1,0,3.7,Semi-Furnished,1,18.79
Indiranagar,1907,3,3,2,8.2,Unfurnished,1,173.86
Whitefield,1578,3,3,4,5.3,Unfurnished,1,82.84
Koramangala,1082,2,1,1,1.2,Unfurnished,1,116.16
Hebbal,2192,4,3,4,2.5,Furnished,1,174.08
Indiranagar,706,1,1,2,2.3,Semi-Furnished,1,74.58
Yelahanka,2079,4,3,1,1.8,Semi-Furnished,1,106.09
Sarjapur Road,955,2,1,1,2.5,Unfurnished,0,48.22
Electronic City,1140,2,2,0,4.3,Furnished,1,57.36
Yelahanka,1108,2,1,2,11.6,Unfurnished,1,49.37
HSR Layout,1979,4,3,2,8.1,Semi-Furnished,0,197.13
BTM Layout,813,1,2,1,10.8,Unfurnished,0,55.2
Indiranagar,1094,2,2,2,12.9,Unfurnished,1,100.63
Hebbal,1159,2,2,0,3.2,Unfurnished,1,77.71
JP Nagar,1709,3,3,1,2.5,Semi-Furnished,1,116.23
Sarjapur Road,1503,3,2,1,0.4,Semi-Furnished,1,85.73
Yelahanka,1098,2,3,1,16.0,Unfurnished,1,46.54
Jayanagar,1172,2,3,0,0.4,Unfurnished,0,95.83
Marathahalli,941,2,2,1,8.1,Furnished,0,58.02
BTM Layout,1058,2,1,2,2.8,Unfurnished,1,77.63
Marathahalli,1069,2,3,1,17.8,Unfurnished,1,55.5
Whitefield,1357,3,3,0,3.3,Unfurnished,1,86.16
BTM Layout,1398,2,1,2,10.2,Furnished,0,102.25
Hebbal,839,2,1,0,2.0,Unfurnished,0,56.31
Yelahanka,855,2,1,2,2.1,Furnished,0,48.76
Indiranagar,2997,5,6,2,5.4,Unfurnished,1,293.95
Yelahanka,2207,4,4,0,37.2,Unfurnished,1,84.33
HSR Layout,1346,3,3,1,4.4,Unfurnished,0,120.71
Yelahanka,1141,2,2,2,16.5,Semi-Furnished,0,46.6
Electronic City,820,1,2,2,9.3,Unfurnished,0,32.25
Yelahanka,1045,2,1,1,9.5,Semi-Furnished,1,52.01
Sarjapur Road,1440,2,2,2,3.4,Unfurnished,1,90.52
Whitefield,1241,3,3,4,2.9,Unfurnished,0,68.69
Sarjapur Road,1604,3,3,0,1.3,Furnished,1,97.96
HSR Layout,2275,4,3,1,19.9,Semi-Furnished,1,194.87
BTM Layout,2234,4,3,2,19.2,Unfurnished,1,140.41
JP Nagar,1019,2,3,2,8.2,Semi-Furnished,1,78.14
Marathahalli,1456,3,4,2,2.1,Semi-Furnished,1,90.43
Hebbal,1117,2,3,0,1.7,Unfurnished,1,83.51
BTM Layout,722,1,1,0,26.9,Semi-Furnished,0,39.7
HSR Layout,1590,3,2,1,0.4,Unfurnished,1,141.59
Koramangala,756,1,1,2,11.1,Semi-Furnished,1,76.04
Yelahanka,897,2,2,2,2.6,Semi-Furnished,1,50.98
JP Nagar,1016,2,2,0,3.3,Unfurnished,1,75.55
Hebbal,1359,3,3,1,10.7,Unfurnished,1,80.13
JP Nagar,1442,3,3,4,0.6,Unfurnished,1,100.2
HSR Layout,1202,2,3,2,2.6,Furnished,1,146.65
JP Nagar,1516,3,3,1,18.2,Semi-Furnished,1,112.69
Indiranagar,1441,2,2,1,7.2,Unfurnished,1,142.07
Jayanagar,1079,2,2,2,8.4,Unfurnished,1,85.91
Whitefield,1509,3,3,0,8.5,Unfurnished,1,93.79
Koramangala,1516,3,4,0,0.4,Semi-Furnished,1,162.95
HSR Layout,2704,5,5,2,1.4,Semi-Furnished,1,278.2
HSR Layout,1041,2,1,0,4.1,Furnished,1,105.36
Hebbal,1669,3,2,1,2.8,Unfurnished,1,111.71
HSR Layout,1517,3,3,2,3.2,Semi-Furnished,1,153.53
HSR Layout,1981,4,3,1,9.1,Semi-Furnished,1,179.73
Koramangala,911,2,1,4,0.1,Furnished,1,110.48
HSR Layout,1432,3,3,1,6.5,Unfurnished,0,115.32
Indiranagar,1511,3,2,1,0.0,Semi-Furnished,1,138.81
Electronic City,1229,2,1,1,0.4,Unfurnished,0,54.2
Marathahalli,849,2,2,3,3.1,Unfurnished,0,43.1
Yelahanka,1002,2,1,2,11.0,Furnished,1,60.83
Marathahalli,1522,3,3,4,0.9,Furnished,1,101.75
Jayanagar,1825,4,4,0,4.9,Semi-Furnished,0,169.52
HSR Layout,1375,3,4,1,6.8,Unfurnished,1,106.0
BTM Layout,1398,3,2,4,1.6,Furnished,1,122.85
Jayanagar,1381,3,4,0,4.3,Unfurnished,1,124.02
Jayanagar,629,1,1,1,14.5,Unfurnished,1,51.75
Whitefield,1026,2,2,1,4.3,Semi-Furnished,1,57.64
Koramangala,967,2,2,2,1.0,Unfurnished,1,96.75
HSR Layout,1114,2,3,0,5.9,Furnished,1,121.64
HSR Layout,1308,2,2,1,5.4,Unfurnished,0,111.28
Marathahalli,1746,3,4,1,0.2,Unfurnished,1,105.68
Jayanagar,762,2,1,2,0.6,Semi-Furnished,0,65.47
Marathahalli,1137,2,2,3,1.0,Semi-Furnished,1,78.65
Hebbal,1023,2,3,0,0.9,Semi-Furnished,0,88.65
JP Nagar,1073,2,3,0,1.8,Unfurnished,0,78.23
Hebbal,2040,4,4,2,3.6,Semi-Furnished,1,153.83
Sarjapur Road,2118,4,4,1,2.8,Unfurnished,1,116.74
Whitefield,1523,3,3,0,13.3,Unfurnished,1,89.47
Indiranagar,513,1,1,1,5.7,Semi-Furnished,0,53.15
Whitefield,1366,3,3,1,12.5,Unfurnished,1,68.62
Yelahanka,1433,3,3,0,4.5,Furnished,0,74.89
BTM Layout,1535,3,2,1,0.6,Semi-Furnished,0,105.8
Koramangala,690,1,1,2,3.7,Furnished,0,95.79
BTM Layout,1628,3,4,3,10.4,Unfurnished,1,114.11
Whitefield,2026,4,4,1,1.3,Furnished,0,131.5
BTM Layout,1543,3,3,2,0.6,Unfurnished,1,104.98
Koramangala,1644,3,3,2,2.4,Unfurnished,1,180.69
Electronic City,1225,2,3,2,3.0,Unfurnished,0,54.46
Jayanagar,1491,3,3,3,2.2,Semi-Furnished,1,142.44
Koramangala,567,1,1,0,0.9,Unfurnished,1,57.94
Koramangala,1529,3,3,3,1.7,Semi-Furnished,1,176.49
Koramangala,428,1,1,2,6.9,Unfurnished,1,43.23
JP Nagar,1021,2,2,2,2.9,Unfurnished,1,69.78
Jayanagar,1162,2,1,4,6.0,Semi-Furnished,1,95.28
Koramangala,1596,3,2,2,4.6,Unfurnished,1,167.78
Marathahalli,1009,2,3,0,4.8,Semi-Furnished,1,63.1
Hebbal,1533,3,3,1,1.7,Semi-Furnished,0,113.66
Koramangala,1376,3,3,1,4.4,Furnished,1,175.38
HSR Layout,1156,2,2,0,0.1,Unfurnished,1,116.81
Indiranagar,588,1,2,4,3.4,Furnished,1,64.33
Indiranagar,1009,2,3,2,5.1,Semi-Furnished,1,109.98
Yelahanka,2046,4,5,2,1.2,Furnished,1,128.14
Indiranagar,1491,3,3,0,1.8,Unfurnished,1,142.02
Jayanagar,983,2,2,4,1.5,Semi-Furnished,1,90.21
Hebbal,699,1,2,3,0.4,Furnished,1,57.26
Electronic City,1441,3,3,4,2.6,Unfurnished,0,68.01
Marathahalli,2339,4,4,0,23.2,Semi-Furnished,1,120.69
Koramangala,1720,3,2,2,2.6,Furnished,1,217.48
Sarjapur Road,1366,3,4,0,3.7,Semi-Furnished,0,77.4
Jayanagar,610,1,1,0,6.4,Unfurnished,1,47.7
JP Nagar,502,1,1,1,6.3,Semi-Furnished,1,35.04
Jayanagar,551,1,1,1,18.0,Unfurnished,0,41.65
Whitefield,1350,2,3,2,11.7,Furnished,1,93.62
Yelahanka,1004,2,3,1,9.5,Unfurnished,1,46.24
Sarjapur Road,1104,2,2,2,18.2,Unfurnished,1,49.63
Marathahalli,1131,2,2,0,1.6,Unfurnished,1,65.85
JP Nagar,1950,4,3,1,5.8,Semi-Furnished,0,139.56
BTM Layout,1372,3,3,2,13.1,Furnished,1,102.38
Indiranagar,1919,4,4,0,5.9,Unfurnished,1,164.67
Indiranagar,1367,3,4,1,22.7,Unfurnished,1,114.46
Marathahalli,300,1,1,4,0.6,Unfurnished,1,17.68
HSR Layout,1582,3,4,2,3.5,Furnished,1,182.36
JP Nagar,1358,2,1,2,22.7,Semi-Furnished,1,88.93
BTM Layout,1522,3,4,0,2.9,Unfurnished,0,102.19
Koramangala,838,2,1,4,8.1,Semi-Furnished,1,80.0
Koramangala,2704,5,6,1,0.2,Unfurnished,0,302.52
JP Nagar,981,2,3,0,7.1,Unfurnished,1,75.09
Koramangala,897,2,1,0,16.4,Unfurnished,1,82.84
JP Nagar,2229,4,5,3,2.9,Furnished,1,177.97
HSR Layout,722,1,1,3,0.1,Furnished,1,71.29
Yelahanka,1327,3,4,1,0.2,Semi-Furnished,1,70.07
Electronic City,1609,3,3,1,13.4,Unfurnished,1,66.99
Marathahalli,2329,4,5,1,7.7,Semi-Furnished,1,143.07
HSR Layout,3085,5,5,1,0.7,Unfurnished,1,251.41
Marathahalli,3230,5,5,1,0.3,Semi-Furnished,1,208.41
Indiranagar,465,1,1,1,9.8,Semi-Furnished,1,43.04
Hebbal,1924,3,3,1,10.0,Furnished,0,134.83
BTM Layout,1447,3,4,1,0.8,Unfurnished,1,112.39
Indiranagar,1411,3,3,0,2.2,Semi-Furnished,1,155.84
Electronic City,1099,2,3,1,9.1,Semi-Furnished,0,50.75
Whitefield,1413,3,3,0,4.5,Unfurnished,1,82.03
Yelahanka,2860,5,5,1,18.8,Semi-Furnished,1,139.1
Marathahalli,1902,4,3,1,3.9,Furnished,1,121.44
Jayanagar,1014,2,2,0,6.8,Furnished,0,91.1
Indiranagar,793,1,2,1,4.3,Semi-Furnished,1,81.44
HSR Layout,1041,2,1,3,17.2,Unfurnished,1,82.3
Marathahalli,1521,3,2,4,3.1,Furnished,1,92.76
Jayanagar,1571,3,3,1,1.6,Semi-Furnished,1,140.59
Sarjapur Road,1226,2,1,1,2.4,Unfurnished,1,74.39
Indiranagar,352,1,1,3,11.5,Unfurnished,1,29.16
Hebbal,1138,2,2,0,4.1,Unfurnished,1,69.56
HSR Layout,1010,2,2,0,2.6,Unfurnished,1,82.6
HSR Layout,2125,4,5,3,4.7,Semi-Furnished,0,235.19
Hebbal,1659,3,3,3,0.9,Unfurnished,1,118.5
Hebbal,871,2,1,3,0.0,Unfurnished,1,59.54
Sarjapur Road,1348,3,4,4,2.0,Unfurnished,1,76.35
Indiranagar,310,1,1,2,5.6,Semi-Furnished,0,30.87
Electronic City,2718,5,6,0,7.5,Unfurnished,1,108.73
Hebbal,1250,2,1,2,10.5,Unfurnished,1,76.9
Marathahalli,1032,2,2,0,15.7,Unfurnished,1,51.97
Koramangala,849,2,3,3,3.2,Semi-Furnished,1,91.77
Electronic City,1427,3,4,0,8.1,Unfurnished,0,55.58
Electronic City,1277,3,3,1,0.5,Semi-Furnished,1,61.48
BTM Layout,1331,3,3,0,0.4,Unfurnished,1,88.56
Indiranagar,1108,2,1,0,0.8,Unfurnished,1,128.64
Koramangala,874,2,2,0,3.6,Unfurnished,0,91.15
Indiranagar,1217,2,3,0,1.4,Unfurnished,0,106.24
Koramangala,1489,3,3,1,2.0,Unfurnished,1,128.47
Whitefield,613,1,1,2,6.3,Unfurnished,0,32.14
Jayanagar,1458,3,3,4,2.7,Unfurnished,1,127.48
Whitefield,2216,4,5,2,4.9,Semi-Furnished,1,146.34
JP Nagar,2217,4,3,3,3.2,Unfurnished,1,160.5
Indiranagar,1100,2,2,2,1.1,Furnished,1,121.76
Jayanagar,1135,2,3,4,0.5,Furnished,1,108.69
BTM Layout,568,1,1,4,1.6,Semi-Furnished,1,42.23
Yelahanka,1581,3,4,0,0.4,Unfurnished,0,71.69
Jayanagar,1449,3,4,1,5.8,Furnished,1,137.87
Koramangala,1050,2,2,1,9.5,Unfurnished,1,112.51
Koramangala,1009,2,1,2,2.5,Unfurnished,1,99.23
Yelahanka,2031,4,4,1,2.9,Unfurnished,1,103.27
Sarjapur Road,1997,4,4,0,10.2,Furnished,0,123.11
Yelahanka,1120,2,1,0,1.5,Unfurnished,1,51.06
Jayanagar,1697,3,3,1,0.8,Furnished,1,159.66
Hebbal,1226,2,2,0,4.2,Unfurnished,1,88.73
Jayanagar,412,1,1,1,6.2,Furnished,1,36.85
Whitefield,2293,4,3,1,5.5,Furnished,0,149.42
Marathahalli,1452,3,2,1,7.5,Furnished,0,103.07
Sarjapur Road,1590,3,3,0,0.4,Semi-Furnished,0,98.77
Indiranagar,464,1,1,2,3.4,Furnished,0,50.9
Hebbal,2121,4,3,2,1.6,Furnished,0,175.28
Indiranagar,1097,2,1,0,8.5,Unfurnished,1,100.62
Jayanagar,827,2,3,1,12.4,Unfurnished,1,69.42
Electronic City,1591,3,2,2,2.0,Semi-Furnished,1,63.27
HSR Layout,802,1,2,1,0.6,Unfurnished,0,70.94
Hebbal,1474,3,3,1,1.8,Semi-Furnished,1,93.36
Koramangala,1704,3,3,1,0.7,Unfurnished,1,181.78
Yelahanka,1022,2,2,1,2.3,Semi-Furnished,1,53.19
JP Nagar,1177,2,3,1,4.6,Unfurnished,1,94.84
BTM Layout,717,2,2,2,21.8,Unfurnished,1,44.6
Koramangala,963,1,1,1,3.1,Unfurnished,0,92.26
HSR Layout,1724,3,3,2,1.5,Furnished,1,178.72
Indiranagar,2057,4,3,0,1.1,Unfurnished,0,198.86
Sarjapur Road,304,1,1,3,1.1,Furnished,1,19.17
BTM Layout,643,1,1,0,1.3,Semi-Furnished,1,49.2
Jayanagar,1283,3,4,1,8.6,Semi-Furnished,1,122.58
JP Nagar,1567,3,3,3,0.4,Unfurnished,1,110.17
Jayanagar,1112,2,3,2,35.7,Unfurnished,0,64.36
Marathahalli,909,2,2,2,4.4,Semi-Furnished,1,53.98
Electronic City,1668,3,3,1,4.7,Unfurnished,1,85.62
Hebbal,1171,2,3,0,2.7,Semi-Furnished,1,91.69
Indiranagar,746,1,1,1,7.0,Furnished,1,88.61
JP Nagar,1501,3,2,1,3.8,Unfurnished,1,114.84
JP Nagar,1288,3,2,1,2.4,Semi-Furnished,0,103.98
Hebbal,1647,3,3,3,1.8,Furnished,0,132.59
Whitefield,1459,3,3,3,15.6,Furnished,0,89.63
Koramangala,1292,3,3,2,2.1,Furnished,1,142.86
Koramangala,1253,2,3,2,3.4,Furnished,1,159.53
HSR Layout,1365,2,3,1,2.6,Unfurnished,1,123.83
Electronic City,1044,2,2,2,0.5,Furnished,0,53.5
Sarjapur Road,1374,2,1,1,1.2,Furnished,1,89.73
Jayanagar,1514,3,3,2,1.3,Semi-Furnished,0,139.77
Koramangala,2043,4,5,3,7.1,Unfurnished,1,222.22
HSR Layout,2705,5,5,2,3.1,Unfurnished,0,184.82
HSR Layout,1746,3,2,1,9.1,Unfurnished,1,143.66
Marathahalli,933,2,1,1,7.4,Unfurnished,1,44.47
Jayanagar,710,1,1,0,1.3,Semi-Furnished,0,63.26
BTM Layout,1416,3,3,0,5.0,Semi-Furnished,0,99.17
Jayanagar,1431,3,3,1,8.1,Semi-Furnished,1,134.96
Sarjapur Road,1655,3,3,1,6.0,Unfurnished,0,86.31
JP Nagar,1443,3,2,2,5.5,Semi-Furnished,1,107.77
Indiranagar,1439,3,2,3,8.1,Unfurnished,1,141.7
BTM Layout,2270,4,5,0,0.4,Unfurnished,1,161.93
Electronic City,840,1,1,2,7.9,Semi-Furnished,1,35.83
JP Nagar,1597,3,3,1,1.9,Unfurnished,1,121.01
HSR Layout,2002,4,4,2,5.1,Unfurnished,1,195.59
BTM Layout,973,2,2,1,1.7,Unfurnished,1,72.99
BTM Layout,1512,3,4,1,11.0,Semi-Furnished,0,108.97
JP Nagar,1098,2,3,3,3.9,Semi-Furnished,1,104.64
JP Nagar,1952,4,4,0,6.2,Unfurnished,1,131.79
Koramangala,708,1,1,0,9.5,Unfurnished,1,65.73
Electronic City,1513,3,4,2,13.5,Semi-Furnished,0,63.08
HSR Layout,793,2,2,0,7.9,Furnished,0,85.32
Indiranagar,1361,3,4,0,1.0,Semi-Furnished,0,131.98
Hebbal,974,2,2,0,11.6,Furnished,1,81.58
Koramangala,1039,2,3,2,5.8,Semi-Furnished,1,104.12
Sarjapur Road,1333,2,2,1,5.6,Semi-Furnished,1,76.57
Yelahanka,2136,4,4,0,15.3,Furnished,0,107.46
JP Nagar,924,2,3,2,1.7,Semi-Furnished,0,67.82
Indiranagar,1083,2,1,0,1.6,Furnished,0,114.64
BTM Layout,1447,3,3,0,4.3,Unfurnished,1,105.86
BTM Layout,1549,3,3,1,8.3,Furnished,1,134.81
Jayanagar,2187,4,5,0,3.6,Semi-Furnished,1,170.0
Marathahalli,1231,2,3,1,6.0,Furnished,1,83.18
Hebbal,1496,3,2,0,3.6,Unfurnished,0,96.57
Indiranagar,1296,2,2,3,5.7,Semi-Furnished,1,132.97
Jayanagar,1186,2,1,1,10.4,Furnished,1,106.99
HSR Layout,1394,3,3,1,1.2,Unfurnished,0,110.52
Indiranagar,1831,3,4,0,7.1,Semi-Furnished,0,200.25
HSR Layout,1549,3,3,3,9.3,Furnished,1,167.4
Whitefield,925,2,2,1,3.6,Unfurnished,0,51.73
Whitefield,1298,2,2,3,2.3,Unfurnished,1,74.23
Indiranagar,1362,2,1,1,0.1,Semi-Furnished,1,139.02
Sarjapur Road,2795,5,4,0,9.6,Semi-Furnished,1,128.18
Jayanagar,974,2,2,1,2.4,Unfurnished,1,83.49
Sarjapur Road,1024,2,2,0,2.7,Unfurnished,0,57.06
HSR Layout,1157,2,1,0,2.5,Unfurnished,0,100.74
Koramangala,1692,3,4,1,4.1,Unfurnished,1,176.0
Jayanagar,1136,2,3,1,7.3,Unfurnished,1,93.91
HSR Layout,2115,4,4,0,8.9,Semi-Furnished,1,182.57
Electronic City,1275,2,3,4,3.0,Semi-Furnished,1,57.78
Yelahanka,2053,4,3,0,6.5,Semi-Furnished,1,103.71
Indiranagar,755,1,1,4,7.7,Unfurnished,0,70.59
Marathahalli,1457,3,3,0,2.1,Semi-Furnished,1,98.8
Yelahanka,2165,4,4,0,0.6,Unfurnished,1,105.83
Indiranagar,1033,2,3,0,13.5,Furnished,1,101.56
Whitefield,2792,5,5,0,6.8,Semi-Furnished,1,172.42
JP Nagar,993,2,3,1,6.3,Furnished,0,93.22
HSR Layout,2302,4,4,0,0.4,Unfurnished,0,188.39
Whitefield,1390,3,3,1,10.2,Semi-Furnished,1,88.32
Sarjapur Road,939,2,1,1,5.0,Semi-Furnished,1,59.79
Whitefield,1368,2,3,2,11.3,Furnished,1,88.06
Hebbal,1197,2,1,0,22.0,Semi-Furnished,1,70.58
Sarjapur Road,300,1,1,3,18.9,Semi-Furnished,1,16.07
Koramangala,965,2,2,3,11.6,Unfurnished,0,91.5
Indiranagar,328,1,1,3,0.1,Semi-Furnished,1,36.67
Indiranagar,907,2,3,1,13.0,Unfurnished,0,90.18
Koramangala,1029,3,2,0,0.5,Unfurnished,1,109.99
Electronic City,1029,2,1,1,11.4,Unfurnished,1,37.44
Hebbal,879,2,3,2,2.0,Furnished,0,70.07
Whitefield,1509,3,3,2,5.7,Unfurnished,1,88.34
Jayanagar,806,2,3,1,0.2,Furnished,1,89.92
Sarjapur Road,612,1,1,1,8.8,Furnished,0,35.75
JP Nagar,988,2,2,1,0.7,Furnished,1,84.32
Marathahalli,2325,4,3,3,3.2,Furnished,0,135.33
Koramangala,1712,3,4,1,10.2,Furnished,1,208.44
Marathahalli,1168,2,2,1,7.1,Unfurnished,0,76.15
Jayanagar,1451,3,4,1,0.0,Unfurnished,1,124.25
HSR Layout,1798,3,3,2,3.1,Semi-Furnished,1,178.79
Indiranagar,1267,3,3,0,0.3,Semi-Furnished,1,129.7
BTM Layout,1289,3,2,0,6.7,Unfurnished,1,79.69
HSR Layout,1487,3,3,4,20.8,Semi-Furnished,0,121.39
Indiranagar,1388,2,2,2,6.4,Semi-Furnished,0,135.38
HSR Layout,570,1,1,1,1.5,Furnished,1,50.66
HSR Layout,1023,2,1,1,2.6,Semi-Furnished,1,110.17
JP Nagar,1884,4,4,1,22.5,Semi-Furnished,1,128.57
Hebbal,1642,3,4,0,1.5,Unfurnished,1,115.9
JP Nagar,2243,4,5,4,4.9,Semi-Furnished,1,172.52
Whitefield,2918,5,4,0,3.1,Furnished,1,208.29
HSR Layout,956,2,2,0,8.8,Unfurnished,0,80.68
Jayanagar,1394,3,2,1,12.1,Unfurnished,0,106.14
Whitefield,1306,3,2,0,2.5,Semi-Furnished,1,89.61
Koramangala,2813,5,5,3,6.5,Unfurnished,1,308.54
Hebbal,2638,5,6,0,4.8,Unfurnished,0,197.7
Indiranagar,1323,3,2,1,2.0,Unfurnished,0,116.43
Jayanagar,986,2,2,1,1.9,Unfurnished,1,79.48
Indiranagar,1427,3,2,0,4.6,Unfurnished,0,133.88
Whitefield,519,1,1,0,1.0,Furnished,1,34.65
Koramangala,1570,3,2,2,10.0,Semi-Furnished,0,152.23
Sarjapur Road,2112,4,5,0,0.4,Unfurnished,0,119.81
JP Nagar,1007,2,2,2,0.6,Unfurnished,1,79.77
Sarjapur Road,1527,3,4,1,2.5,Unfurnished,1,93.38
Jayanagar,901,2,2,3,0.8,Furnished,1,88.87
Electronic City,1066,2,2,1,3.9,Unfurnished,1,46.57
Jayanagar,1073,2,2,1,3.1,Furnished,0,102.97
HSR Layout,1275,3,2,0,7.7,Unfurnished,1,109.64
JP Nagar,2249,4,4,3,18.3,Furnished,0,153.79
Electronic City,1968,4,4,4,8.4,Unfurnished,1,74.89
Jayanagar,1064,2,1,3,1.2,Unfurnished,1,94.06
Indiranagar,2275,4,4,0,16.4,Unfurnished,0,176.82
Koramangala,1639,3,3,2,3.0,Semi-Furnished,0,154.3
Hebbal,1055,2,3,1,3.9,Unfurnished,1,72.48
Jayanagar,546,1,1,0,3.3,Unfurnished,1,49.95
HSR Layout,1192,2,3,0,2.0,Furnished,1,103.93
HSR Layout,2201,4,4,2,13.5,Unfurnished,0,169.28
HSR Layout,1407,3,2,4,2.4,Unfurnished,1,132.27
JP Nagar,1381,3,4,1,5.2,Furnished,0,100.06
BTM Layout,739,2,3,2,1.6,Semi-Furnished,0,54.62
Sarjapur Road,1523,3,3,1,9.6,Furnished,1,85.74
JP Nagar,588,1,1,2,8.9,Unfurnished,1,38.01
Koramangala,1220,2,2,0,2.1,Unfurnished,1,123.66
Hebbal,1554,3,3,0,6.9,Unfurnished,1,94.26
HSR Layout,1250,2,2,3,7.3,Furnished,1,116.38
Koramangala,1395,3,4,0,5.0,Furnished,1,170.28
JP Nagar,1221,2,1,1,5.5,Furnished,1,119.22
Whitefield,1421,3,3,0,5.1,Unfurnished,1,86.58
BTM Layout,1167,2,2,1,0.5,Furnished,1,105.38
HSR Layout,1281,3,3,0,6.7,Unfurnished,1,117.15
Yelahanka,635,1,1,1,3.8,Semi-Furnished,1,31.57
Yelahanka,302,1,1,2,3.5,Furnished,1,17.67
BTM Layout,2060,4,4,0,11.8,Unfurnished,0,138.61
Yelahanka,1116,2,2,3,0.1,Unfurnished,0,56.63
Marathahalli,1422,3,4,4,1.7,Unfurnished,1,84.46
Whitefield,2642,5,5,3,0.8,Semi-Furnished,1,177.24
Jayanagar,1177,2,3,1,0.2,Unfurnished,1,119.84
Indiranagar,1034,2,1,0,1.9,Unfurnished,0,102.42
Hebbal,1427,3,4,2,26.8,Furnished,1,91.94
Jayanagar,2806,5,6,0,1.9,Unfurnished,0,229.93
Yelahanka,2496,4,3,0,6.5,Unfurnished,1,109.4
Whitefield,1673,3,3,2,0.8,Semi-Furnished,0,121.23
Electronic City,1674,3,2,0,5.5,Furnished,1,91.75
Hebbal,1115,2,2,2,25.0,Unfurnished,0,60.11
Electronic City,2825,5,4,3,2.1,Semi-Furnished,1,151.03
Electronic City,2441,5,5,1,11.3,Unfurnished,1,101.28
Whitefield,948,2,2,0,36.1,Semi-Furnished,1,42.6
Sarjapur Road,978,2,2,1,5.3,Unfurnished,0,53.78
Hebbal,319,1,1,2,2.2,Unfurnished,0,21.58
Koramangala,876,2,1,1,6.7,Semi-Furnished,1,100.55
Koramangala,1203,3,3,3,11.2,Furnished,1,123.95
Koramangala,1044,2,1,2,1.1,Semi-Furnished,1,111.83
JP Nagar,723,1,1,4,3.6,Furnished,0,65.87
Yelahanka,1216,2,2,2,2.3,Semi-Furnished,1,71.98
Indiranagar,2862,5,4,4,2.0,Unfurnished,1,305.8
Indiranagar,1355,3,4,2,11.8,Unfurnished,1,142.87
Electronic City,760,2,2,0,3.3,Furnished,1,39.68
Yelahanka,786,2,3,3,2.5,Semi-Furnished,1,43.86
Hebbal,2610,5,5,0,5.6,Furnished,1,191.88
Koramangala,1367,3,3,1,1.5,Unfurnished,1,137.45
Whitefield,1026,2,3,1,1.6,Unfurnished,1,53.64
Electronic City,448,1,1,4,4.4,Unfurnished,1,18.45
Sarjapur Road,651,1,2,0,3.2,Unfurnished,0,29.9
Koramangala,1015,2,2,0,2.1,Unfurnished,1,113.87
JP Nagar,1502,3,3,1,0.3,Unfurnished,1,115.25
Marathahalli,2271,4,4,1,4.4,Semi-Furnished,1,118.27
HSR Layout,873,2,2,1,10.2,Unfurnished,1,72.4
Indiranagar,2163,4,5,4,11.4,Unfurnished,0,216.72
Indiranagar,1048,2,1,2,1.6,Semi-Furnished,1,109.42
Marathahalli,1450,3,2,4,5.5,Semi-Furnished,1,81.1
JP Nagar,1633,3,3,1,11.6,Semi-Furnished,1,104.83
Yelahanka,1182,2,1,3,3.2,Semi-Furnished,0,52.37
Jayanagar,908,2,3,0,16.1,Furnished,1,84.24
Whitefield,1473,3,2,0,14.0,Semi-Furnished,1,82.62
Sarjapur Road,642,1,1,3,1.4,Furnished,1,41.03
JP Nagar,1009,2,1,2,1.8,Semi-Furnished,1,78.0
Koramangala,1588,3,3,0,1.2,Unfurnished,0,158.85
Sarjapur Road,2842,5,4,3,1.3,Unfurnished,0,138.83
Marathahalli,1325,2,1,2,14.3,Semi-Furnished,1,75.44
Marathahalli,1270,3,2,1,16.1,Semi-Furnished,1,62.66
Hebbal,1032,2,1,0,0.3,Semi-Furnished,0,70.55
JP Nagar,1364,3,3,1,5.4,Unfurnished,1,104.64
Yelahanka,1591,3,4,3,5.0,Semi-Furnished,1,86.2
Indiranagar,1857,4,4,1,3.0,Semi-Furnished,1,202.68
Koramangala,1102,2,2,2,6.0,Semi-Furnished,0,132.97
BTM Layout,1405,3,2,4,17.7,Semi-Furnished,1,93.08
Indiranagar,1390,3,4,1,1.1,Furnished,1,164.08
HSR Layout,833,2,1,3,0.8,Unfurnished,1,74.35
HSR Layout,980,2,2,4,0.2,Unfurnished,1,86.77
HSR Layout,763,1,2,1,2.7,Furnished,1,76.41
Marathahalli,596,1,2,2,2.5,Unfurnished,1,34.9
Sarjapur Road,2194,4,5,2,3.4,Semi-Furnished,0,130.12
Koramangala,1300,2,3,0,4.2,Unfurnished,1,139.84
Indiranagar,1090,2,1,1,8.5,Unfurnished,0,96.94
Indiranagar,1416,3,3,1,3.0,Unfurnished,1,145.4
BTM Layout,1120,2,3,0,2.4,Unfurnished,1,80.57
Yelahanka,1418,3,3,1,10.5,Unfurnished,1,62.98
Koramangala,974,2,2,1,11.4,Unfurnished,0,84.43
